                                                                                     Links for political articles,                Links to find the articles
https://www.livemint.com/politics/news/lok-sabha-polls-2024-cpi-m-bengal-cm-mamata-banerjee-tmc-elections-bjp-congress-india-alliance-nda-politics-news-11706846259340.html,
https://www.livemint.com/politics/news/jharkhand-will-not-bow-down-india-bloc-slams-bjps-bullying-after-hemant-sorens-arrest-11706788464334.html,
https://www.livemint.com/politics/news/hemant-soren-arrested-jharkhand-crisis-why-are-mlas-flying-hyderabad-seat-equation-champai-soren-horse-trading-fears-11706802485756.html,
https://www.livemint.com/politics/news/chandigarh-mayoral-poll-results-traffic-diversion-near-delhis-ito-on-2-february-in-view-of-aap-bjp-protests-11706798588893.html,
https://www.livemint.com/politics/news/d-arrests-jharkhand-cm-hemant-soren-in-land-scam-case-champai-soren-to-be-next-chief-minister-all-you-need-to-know-11706708368396.html,
https://www.livemint.com/politics/news/bharat-jodo-nyay-yatra-rahul-gandhi-to-enter-odisha-on-february-6-11706711089046.html,
https://www.livemint.com/politics/thank-you-pm-modi-karpoori-thakurs-mp-son-writes-to-narendra-modi-for-bharat-ratna-honour-bestowed-on-his-father-11706706076935.html,
https://www.livemint.com/politics/news/wrong-news-congress-after-adhir-ranjan-chowdhury-claimed-stone-pelting-at-rahul-gandhis-car-in-west-bengal-11706700690188.html,
https://www.livemint.com/politics/news/india-will-fight-we-dont-need-nitish-kumar-rahul-gandhi-in-bihar-mahagathbandhan-obc-caste-census-11706611534285.html,
https://www.livemint.com/politics/news/lok-sabha-2024-mamata-banerjee-set-deadline-for-congress-to-seal-seat-sharing-but-tmc-abhishek-west-bengal-11706543672192.html,
https://www.livemint.com/news/india/aap-will-contest-ls-polls-as-part-of-india-bloc-but-assembly-seats-in-haryana-on-its-own-kejriwal-11706457976038.html,
https://www.livemint.com/politics/maratha-quota-agitation-to-continue-at-least-till-manoj-jaranges-fresh-warning-to-maharashtra-government-11706453743424.html,
https://www.livemint.com/politics/news/ayodhya-ram-mandir-inauguration-january-22-pm-modi-janmboomi-pran-pratishtha-ram-lalla-news-latest-11705984782499.html,
https://www.livemint.com/politics/news/ayodhya-ram-mandir-inauguration-january-22-pm-modi-janmboomi-pran-pratishtha-ram-lalla-news-latest-11705984782499.html,
https://www.livemint.com/politics/news/ayodhya-ram-temple-consecration-will-maintain-neutrality-from-religion-treat-all-equally-says-ravi-shankar-prasad-11705720591666.html,
https://www.livemint.com/politics/news/nitish-kumar-joining-nda-rjd-s-tejashwi-yadav-claims-india-alliance-is-strong-11706445285900.html,
https://www.livemint.com/politics/news/nitish-kumar-returns-to-nda-tejashwi-yadav-dard-ho-rha-hai-aimim-chief-asaduddin-owaisi-rjd-bjp-pm-modi-11706439924497.html,
https://www.livemint.com/politics/news/maharashtra-govt-s-decision-to-give-obc-benefits-to-marathas-could-lead-to-unrest-in-state-union-minister-narayan-rane-11706435581553.html,
https://www.livemint.com/politics/news/nitish-kumar-bihar-cm-rjd-lalu-prasad-yadav-daughter-rohini-acharya-bjp-nda-alliance-jdu-garbage-dustbin-india-11706435872064.html,
https://www.livemint.com/politics/news/who-are-samrat-choudhary-and-vijay-kumar-sinha-likely-deputy-cms-in-nitish-kumar-govt-in-bihar-11706435757335.html,
https://www.livemint.com/politics/news/nitish-kumar-set-to-resign-today-to-take-oath-as-cm-with-new-nda-cabinet-tomorrow-report-bihar-politics-11706355203560.html,
https://www.livemint.com/politics/shashi-tharoor-on-india-bloc-as-nitish-kumar-mamata-banerjee-announce-solo-lok-sabha-poll-fight-onesizefitsall-11706350754924.html,
https://www.livemint.com/politics/news/nitish-kumar-set-to-resign-today-to-take-oath-as-cm-with-new-nda-cabinet-tomorrow-report-bihar-politics-11706355203560.html,
https://www.livemint.com/politics/news/nitish-kumar-insulted-jdu-leader-kc-tyagi-rjd-tejashwi-responds-bihar-mein-khel-hona-baki-hai-11706353011710.html,
https://www.livemint.com/politics/bjp-takes-mental-bankruptcy-jibe-at-delhi-cm-arvind-kejriwal-on-poaching-aap-legislators-charge-give-proof-or-resign-11706364632905.html,
https://www.livemint.com/politics/news/rahul-gandhi-bharat-jodo-nyay-yatra-west-bengal-opposition-bloc-india-bihar-assam-manipur-congress-bjp-news-11706417604236.html,
https://www.livemint.com/politics/news/nitish-kumar-bihar-politics-mallikarjun-kharge-congress-reaction-mamata-banerjee-india-alliance-lok-sabha-election-11706349094370.html,
https://www.livemint.com/politics/news/nitish-kumar-returning-nda-what-happening-bihar-politics-latest-news-details-lok-sabha-2024-bjp-jdu-rjd-india-alliance-11706197777744.html,
https://www.livemint.com/politics/karnataka-news-jagadish-shettar-returns-to-bjp-a-year-after-switching-to-congress-11706169237738.html,
https://www.livemint.com/politics/himanta-biswa-sarma-launches-soft-naxalite-jibe-at-rahul-gandhi-i-too-was-in-congress-for-22-years-but-11706172065834.html,
https://www.livemint.com/politics/karnataka-news-jagadish-shettar-returns-to-bjp-a-year-after-switching-to-congress-11706169237738.html,
https://www.livemint.com/politics/ayodhya-ram-mandir-pran-pratistha-ceremony-poses-bigger-challenge-for-opposition-ahead-of-2024-lok-sabha-elections-11705994831112.html,
https://www.livemint.com/politics/news/rahul-gandhi-to-be-arrested-after-lok-sabha-elections-says-assam-cm-himanta-biswa-sarma-11706102847283.html,
https://www.livemint.com/politics/news/she-is-our-didi-we-respect-her-india-parties-congress-aap-ncp-tmc-mamata-banerjees-call-for-solo-west-bengal-11706090799141.html,
https://www.livemint.com/politics/news/bharat-jodo-nyay-yatra-rahul-gandhi-to-enter-odisha-on-february-6-11706711089046.html,
https://www.livemint.com/politics/news/bharat-jodo-nyay-yatra-faced-problems-in-assam-now-in-west-bengal-congress-rahul-gandhi-mamata-banerjee-tmc-11706260658284.html,
https://www.livemint.com/politics/news/aap-congress-seal-alliance-for-chandigarh-mayoral-polls-on-18-january-11705316446199.html,
https://www.livemint.com/politics/news/bjp-plans-nationwide-live-telecast-for-ram-mandir-consecration-11704522184802.html,
https://www.livemint.com/politics/news/dont-need-mamatas-pity-india-bloc-faces-fresh-hurdle-amid-congress-tmc-seat-sharing-row-in-west-bengal-11704372290005.html,
https://www.livemint.com/politics/news/lalan-singh-wanted-to-change-bihar-cm-bjps-jd-u-chief-nitish-kumar-tejashwi-yadav-sushil-modi-india-pm-modi-11703925986867.html,
https://www.livemint.com/politics/news/rs-40-000-crore-scam-karnataka-bjp-mla-vows-to-expose-covid-corruption-charges-against-bs-yediyurappa-if-11703637411427.html,
https://www.livemint.com/politics/mp-madhya-pradesh-cabinet-news-new-ministers-take-oath-chief-minister-mohan-yadav-11703497833077.html,
https://www.livemint.com/politics/news/may-this-festive-season-pm-narendra-modi-and-rahul-gandhi-extend-christmas-wishes-11703475600038.html,
https://www.livemint.com/politics/news/proposed-congress-president-mallikarjun-kharges-name-mamata-banerjee-on-pms-face-for-india-bloc-11703054017602.html,
https://www.livemint.com/politics/news/congress-organises-massive-rally-in-nagpur-10-lakh-people-expected-to-attend-event-on-december-28-11702634914717.html,
https://www.livemint.com/politics/news/amit-shah-targets-opposition-in-rajya-sabha-as-sc-upholds-abrogation-of-article-370-in-jk-11702303486291.html,
https://www.livemint.com/politics/news/sanjay-raut-invokes-uddhav-thackeray-s-name-for-india-bloc-s-pm-candidate-says-he-is-a-nationalist-face-11701856880134.html,
https://www.livemint.com/politics/news/bjp-winning-elections-in-gaumutra-states-dmk-mps-comments-dnv-senthilkumar-s-bjp-says-take-mental-treatment-11701779541455.html,
https://www.livemint.com/politics/news/congress-bharat-jodo-yatra-2-0-december-cannot-be-ruled-out-say-sources-11699362339835.html,
https://www.livemint.com/politics/news/dont-trigger-me-wait-and-watch-cm-ibrahim-warns-hd-deve-gowda-over-expulsion-from-jds-chief-post-11697763474355.html,
https://www.livemint.com/politics/news/congress-mla-sukhpal-singh-khaira-detained-by-punjab-police-in-connection-with-old-drug-case-11695878150766.html,
https://www.livemint.com/politics/news/bjp-cant-set-foot-here-aiadmk-and-bjp-snapping-ties-in-tamil-nadu-explained-11695039878282.html,
https://www.livemint.com/politics/news/pm-modi-cant-be-defeated-by-sheep-and-goats-cm-shinde-takes-a-sharp-jibe-at-the-opposition-11695009004880.html,
https://www.livemint.com/politics/news/rahul-gandhi-questions-telangana-cms-proximity-with-bjp-asks-why-no-ed-cbi-i-t-cases-against-him-11694961197396.html,
https://www.livemint.com/politics/news/become-a-sanatani-congress-leader-suggestion-to-pm-modi-on-his-birthday-11694928744792.html,
https://www.livemint.com/politics/news/india-has-hidden-agenda-to-end-sanatana-dharma-attack-indias-culture-pm-modi-11694681434175.html,
https://www.livemint.com/politics/news/bypoll-result-2023-udf-chandy-oommen-india-bloc-kerala-puthuppally-assembly-seat-bjp-nda-chennithala-cpm-11694159561882.html,
https://www.livemint.com/politics/news/prime-minister-of-bharat-sambit-patra-shares-invitation-of-pm-modis-indonesia-visit-amid-indias-name-change-rumour-11693960587333.html,
https://www.livemint.com/politics/news/no-rakhi-for-rahul-gandhi-congress-issues-clarification-as-bjp-scrutinises-wayanad-mps-wrist-11693755696360.html,
https://www.livemint.com/politics/news/congress-youth-president-says-will-gift-smriti-irani-gas-cylinder-she-carried-in-201314-11693241373957.html,
https://www.livemint.com/politics/news/ajit-pawar-dismisses-speculations-of-joining-sharad-pawar-says-nobody-permanent-friend-in-politics-11693187155302.html,
https://www.livemint.com/politics/news/nitish-kumar-is-a-worthy-of-pm-post-jd-u-leader-on-bihar-cm-contesting-lok-sabha-polls-2024-11693101776870.html,
https://www.livemint.com/politics/news/rss-defamation-case-rahul-gandhi-moves-bombay-hc-against-thane-court-order-11692680831960.html,
https://www.livemint.com/politics/news/prime-minister-narendra-modi-will-visit-south-africa-and-greece-next-week-11692370467632.html,
https://www.livemint.com/politics/news/bjp-released-the-bulls-akhilesh-yadav-accuses-cm-adityanath-tried-to-derail-samajwadi-party-event-in-fatehpur-11692367268152.html,
https://www.livemint.com/politics/news/congress-jairam-ramesh-brands-pm-modi-as-tsunami-of-lies-shares-article-labeling-him-as-fascist-11691908010154.html,
https://www.livemint.com/politics/news/rahul-gandhis-flying-kiss-in-parliament-was-a-gesture-of-love-and-affection-shiv-sena-ubt-mp-priyanka-chaturvedi-11691633454829.html,
https://www.livemint.com/politics/news/rahul-gandhi-congress-celebrates-as-lok-sabha-restores-wayanad-mp-membership-11691384375019.html,
https://www.livemint.com/politics/news/pm-modi-is-very-similar-to-indira-rajiv-gandhi-as-says-maharashtra-deputy-cm-ajit-pawar-11690953716663.html,
https://indianexpress.com/article/political-pulse/bjp-leaders-rahul-yatra-assam-ne-9136211/,
https://indianexpress.com/article/political-pulse/1991-places-of-worship-act-gyanvapi-mosque-case-9138210/,
https://indianexpress.com/article/political-pulse/nitish-rahul-tejashwi-rjd-jdu-india-9137465/,
https://indianexpress.com/article/opinion/columns/bjps-three-new-faces-chapter-social-justice-india-9066393/,
https://indianexpress.com/article/political-pulse/decode-politics-telangana-curious-case-missing-brs-government-files-9068154/,
https://indianexpress.com/article/political-pulse/1991-places-of-worship-act-gyanvapi-mosque-case-9138210/,
https://indianexpress.com/article/cities/ahmedabad/statues-of-pm-yogi-guard-a-rooftop-temple-against-demolition-in-bharuch-9135684/,
https://indianexpress.com/article/cities/chennai/irs-officer-nirmala-sitharaman-suspended-9136269/,
https://indianexpress.com/article/political-pulse/masih-as-bjp-messiah-meet-presiding-officer-at-centre-of-chandigarh-mayoral-tussle-9138062/,
https://indianexpress.com/article/political-pulse/decode-politics-tribals-naveen-patnaik-odisha-9136590/,
https://indianexpress.com/article/political-pulse/budget-nirmala-sitharaman-modi-jharkhand-new-cm-9137917/,
https://indianexpress.com/article/political-pulse/hemant-soren-arrest-jmm-central-agencies-scanner-since-2020-9137637/,
https://indianexpress.com/article/political-pulse/day-1-new-parliament-building-protests-excitement-tablets-8947744/,
https://indianexpress.com/article/india/nitish-kumar-reacts-rahul-gandhis-bihar-caste-survey-remark-9136475/,
https://indianexpress.com/article/india/rahul-gandhis-car-window-smashed-congress-security-lapse-charge-9137127/,
https://indianexpress.com/article/cities/kolkata/bharat-jodo-nyay-yatra-west-bengal-rahul-gandhi-glass-car-congress-9136448/,
https://indianexpress.com/article/political-pulse/2023-major-political-events-in-numbers-9086049/,
https://www.livemint.com/politics/news/congress-says-bjp-workers-attacked-bharat-jodo-nyay-yatra-security-forces-escort-rahul-gandhi-watch-11705836672463.html,
https://www.livemint.com/politics/news/arvind-kejriwal-summoned-by-ed-for-4th-time-delhi-cm-calls-it-invalid-illegal-11705568158277.html,
https://www.livemint.com/politics/news/totally-undemocratic-thing-congress-aap-slam-bjp-over-cancellation-of-chandigarh-mayor-polls-11705566956206.html,
https://www.livemint.com/politics/ayodhya-ram-mandir-ceremony-political-narendra-modi-function-says-rahul-gandhi-bharat-jodo-nyay-yatra-top-quotes-11705401079670.html,
https://www.livemint.com/politics/news/chhota-recharge-of-rss-aimim-chief-asaduddin-owaisi-criticises-aap-how-are-you-different-from-the-bjp-11705393450873.html,
https://www.livemint.com/politics/news/i-remember-murli-deora-today-politicians-remember-milind-deora-s-father-as-former-congress-leader-joins-shiv-sena-11705220568570.html,
https://www.livemint.com/politics/news/pm-modi-has-decided-this-congress-as-milind-deora-quits-party-bharat-jodo-nyay-yatra-updates-11705207043054.html,
https://www.livemint.com/politics/news/why-pm-modi-in-a-hurry-to-inaugurate-ram-temple-congress-hits-out-at-bjp-for-not-listening-to-shankaracharyas-11704989145006.html,
https://www.livemint.com/politics/news/congress-to-begin-bharat-jodo-nyay-yatra-from-manipur-at-any-cost-despite-refusal-from-cm-n-biren-singh-11704880763151.html,
https://www.livemint.com/politics/news/shiv-sena-maharashtra-speaker-rahul-narwekar-disqualification-of-mlas-uddhav-thackeray-eknath-shinde-11704887508306.html,
https://www.livemint.com/politics/news/mint-explainer-what-does-india-expect-from-bhutan-s-new-government-11704874823609.html,
https://www.livemint.com/politics/eknath-shinde-shiv-sena-vs-uddhav-thackeray-shiv-sena-maharashtra-speaker-to-announce-verdict-on-disqualification-pleas-11704849250696.html,
https://www.livemint.com/politics/news/karanpur-bypoll-congresss-rupinder-beats-rajasthan-minister-surenderpal-shashi-tharoor-says-voters-don-t-like-11704709119544.html,
https://www.livemint.com/politics/news/sc-refuses-to-quash-criminal-proceedings-against-pawan-khera-over-remarks-on-pm-modi-11704359668011.html,
https://www.livemint.com/politics/news/perfectly-okay-if-leaders-like-himanta-sarna-milind-deora-leave-congress-rahul-gandhi-amid-baba-siddique-exit-report-11706874777583.html,
https://www.livemint.com/politics/news/jharkhand-mlas-will-fly-to-hyderabad-if-congress-heralds-new-twist-to-political-row-11706780874727.html,
https://www.livemint.com/politics/news/no-caa-in-west-bengal-tamil-nadu-mamata-banerjee-mk-stalin-vow-not-to-allow-citizenship-law-slam-bjp-government-11706769190333.html,
https://www.livemint.com/politics/news/budget-2024-live-how-india-cong-is-reacting-to-nirmala-sitharamans-interim-budget-ahead-of-lok-sabha-polls-2023-11706765399836.html,
https://www.livemint.com/politics/news/former-jharkhand-cm-hemant-soren-arrested-by-ed-in-land-scam-case-11706718560139.html,
https://www.livemint.com/politics/news/bharat-jodo-nyay-yatra-rahul-gandhi-to-enter-odisha-on-february-6-11706711089046.html,
https://www.livemint.com/politics/news/uttarakhand-govt-to-get-ucc-committees-report-on-feb-2-assembly-session-on-5-feb-what-to-expect-11706524436475.html,
https://www.livemint.com/politics/why-nitish-kumar-left-india-bloc-to-join-bjp-led-nda-bihar-politics-jdu-rjd-alliance-11706435699140.html,
https://www.livemint.com/politics/news/lok-sabha-election-2024-bjp-invites-suggestions-public-youth-for-manifesto-indians-demand-gst-on-fuel-jobs-tax-slab-11706182714893.html,
https://www.livemint.com/politics/news/assam-cms-tit-for-tat-answer-for-rahul-gandhis-corrupt-cm-comment-congress-gandhi-family-is-11705579755478.html,
https://www.livemint.com/politics/news/arvind-kejriwal-summoned-by-ed-for-4th-time-delhi-cm-calls-it-invalid-illegal-11705568158277.html,
https://www.livemint.com/politics/milind-deoras-resignation-from-congress-long-in-the-making-mumbai-south-seat-in-question-11705295752242.html,
https://www.livemint.com/politics/news/india-bloc-virtual-meeting-today-seat-sharing-convenor-among-key-agendas-10-updates-11705112292142.html,
https://www.livemint.com/politics/news/wrong-news-congress-after-adhir-ranjan-chowdhury-claimed-stone-pelting-at-rahul-gandhis-car-in-west-bengal-11706700690188.html,
https://www.livemint.com/politics/news/hemant-soren-news-jharkhand-news-hemant-soren-party-kalpana-soren-hemant-soren-wife-jharkhand-cm-hemant-soren-11706693857857.html,
https://www.livemint.com/politics/news/india-will-fight-we-dont-need-nitish-kumar-rahul-gandhi-in-bihar-mahagathbandhan-obc-caste-census-11706611534285.html,
https://www.livemint.com/politics/news/bjp-wins-chandigarh-mayoral-elections-liquor-business-owner-manoj-sonkar-gets-16-out-of-36-votes-8-ballots-cancelled-11706602645350.html,
https://www.livemint.com/politics/koeri-bhumihar-kurmi-mahadalit-nitish-kumars-new-team-balances-caste-equation-in-bihar-government-11706501542175.html,
https://www.livemint.com/politics/mar-jana-qubool-hai-lekin-nitish-kumar-old-video-bjp-rejoin-nda-bihar-news-mahagathbandhan-rjd-11706416887495.html,
https://www.livemint.com/politics/bihar-political-crisis-nitish-kumar-resignation-seeks-time-to-meet-governor-bjp-no-clue-rjd-rejoining-nda-10-points-11706405053564.html,
https://www.livemint.com/politics/news/nitish-kumar-set-to-resign-today-to-take-oath-as-cm-with-new-nda-cabinet-tomorrow-report-bihar-politics-11706355203560.html,
https://www.livemint.com/politics/news/lok-sabha-election-2024-bjp-invites-suggestions-public-youth-for-manifesto-indians-demand-gst-on-fuel-jobs-tax-slab-11706182714893.html,
https://www.livemint.com/politics/bengal-conundrum-plaguing-india-bloc-mamata-banerjee-adhir-chowdhury-cpi-m-cast-aspersion-ahead-of-lok-sabha-polls-11706076941074.html,
https://www.livemint.com/politics/news/ayodhya-ram-temple-consecration-will-maintain-neutrality-from-religion-treat-all-equally-says-ravi-shankar-prasad-11705720591666.html,
https://www.livemint.com/politics/news/real-shiv-sena-uddhav-thackeray-challenges-eknath-shinde-maharashtra-speaker-narwekar-for-public-debate-11705411813315.html,
https://www.livemint.com/politics/union-interim-budget-today-2024-political-congress-bjp-tmc-reactions-analysis-nirmala-sitharaman-bjp-11706762811633.html,
